Organism/Name	BioProject Accession	Size (Mb)	GC%	Replicons	Scaffolds	Genes	Proteins	Status	Assembly Accession	FTP_path	PubMedID
Micromonospora inositola	PRJEB14463	6.70809	72.2	chromosome I:NZ_LT607754.1/LT607754.1	1	6424	6194	Chromosome	GCA_900090285.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/090/285/GCA_900090285.1_IMG-taxon_2623620396_annotated_assembly	-
Micromonospora narathiwatensis	PRJEB14333	6.61206	72.6	chromosome I:NZ_LT594324.1/LT594324.1	1	5903	5744	Chromosome	GCA_900089605.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/089/605/GCA_900089605.1_IMG-taxon_2617270834_annotated_assembly	-
Actinopolymorpha singaporensis	PRJEB16373	6.40367	70.6	chromosome I:NZ_LT629732.1/LT629732.1	1	5764	5619	Chromosome	GCA_900104745.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/104/745/GCA_900104745.1_IMG-taxon_2636416006_annotated_assembly	-
Micromonospora siamensis	PRJEB14467	6.25022	73.2	chromosome I:NZ_LT607751.1/LT607751.1	1	5747	5593	Chromosome	GCA_900090305.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/090/305/GCA_900090305.1_IMG-taxon_2634166273_annotated_assembly	-
Streptomyces capitiformicae	PRJNA391271	10.9894	70	chromosome:NZ_CP022161.1/CP022161.1	1	9962	9140	Chromosome	GCA_002214185.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/214/185/GCF_002214185.1_ASM221418v1	-
Solicola gregarius	PRJNA224116	4.91585	68.5	chromosome:NZ_CP094970.1	1	4792	4683	Chromosome	GCA_025790165.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/025/790/165/GCF_025790165.1_ASM2579016v1	
Friedmanniella luteola	PRJEB16394	4.71761	73.7	chromosome I:NZ_LT629749.1/LT629749.1	1	4407	4296	Chromosome	GCA_900105065.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/105/065/GCA_900105065.1_IMG-taxon_2630969010_annotated_assembly	-
Auraticoccus monumenti	PRJEB15766	4.46179	73.1	chromosome I:NZ_LT629688.1/LT629688.1	1	4142	4014	Chromosome	GCA_900101785.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/101/785/GCA_900101785.1_IMG-taxon_2636415982_annotated_assembly	-
Pseudarthrobacter equi	PRJEB16401	4.45918	66.1	chromosome I:NZ_LT629779.1/LT629779.1	1	4077	3968	Chromosome	GCA_900105535.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/105/535/GCA_900105535.1_IMG-taxon_2634166282_annotated_assembly	-
Brevibacterium sandarakinum	PRJEB16423	4.44106	63.3	chromosome I:NZ_LT629739.1/LT629739.1	1	4072	3943	Chromosome	GCA_900105045.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/105/045/GCA_900105045.1_IMG-taxon_2634166182_annotated_assembly	-
Microlunatus sagamiharensis	PRJEB16465	4.40529	73.4	chromosome I:NZ_LT629799.1/LT629799.1	1	4132	4014	Chromosome	GCA_900105785.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/105/785/GCA_900105785.1_IMG-taxon_2634166345_annotated_assembly	-
Nocardioides scoriae	PRJEB16384	4.05858	73.5	chromosome I:NZ_LT629757.1/LT629757.1	1	3863	3787	Chromosome	GCA_900104965.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/104/965/GCA_900104965.1_IMG-taxon_2634166904_annotated_assembly	-
Brevibacterium siliguriense	PRJEB16446	4.02308	64.2	chromosome I:NZ_LT629766.1/LT629766.1	1	3629	3480	Chromosome	GCA_900105315.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/105/315/GCA_900105315.1_IMG-taxon_2634166531_annotated_assembly	-
Pedococcus dokdonensis	PRJEB16272	3.94216	71.2	chromosome I:NZ_LT629711.1/LT629711.1	1	3742	3626	Chromosome	GCA_900104525.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/104/525/GCA_900104525.1_IMG-taxon_2634166372_annotated_assembly	-
Agromyces intestinalis	PRJNA552182	3.8002	71.1	chromosome:NZ_CP043505.1/CP043505.1	1	3470	3382	Chromosome	GCA_008365295.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/365/295/GCF_008365295.1_ASM836529v1	-
Microbacterium pygmaeum	PRJEB15898	3.66867	68.8	chromosome I:NZ_LT629692.1/LT629692.1	1	3500	3414	Chromosome	GCA_900100885.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/100/885/GCA_900100885.1_IMG-taxon_2634166516_annotated_assembly	-
Agrococcus jejuensis	PRJEB15931	3.40018	72.6	chromosome I:NZ_LT629695.1/LT629695.1	1	3287	3204	Chromosome	GCA_900099705.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/099/705/GCA_900099705.1_IMG-taxon_2634166279_annotated_assembly	-
Actinomyces lilanjuaniae	PRJNA431327	3.02501	69	chromosome:NZ_CP032514.1/CP032514.1	1	2652	2341	Chromosome	GCA_003606385.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/606/385/GCF_003606385.1_ASM360638v1	-
Agrococcus carbonis	PRJEB16395	2.77331	73	chromosome I:NZ_LT629734.1/LT629734.1	1	2685	2605	Chromosome	GCA_900104705.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/104/705/GCA_900104705.1_IMG-taxon_2634166154_annotated_assembly	-
Bifidobacterium imperatoris	PRJNA704184	2.69696	56.3	chromosome:NZ_CP071591.1/CP071591.1	1	2284	2187	Chromosome	GCA_017357045.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/357/045/GCA_017357045.1_ASM1735704v1	-
Corynebacterium incognita	PRJNA646619	2.3487	62.4	chromosome:NZ_CP059404.1/CP059404.1	1	2175	2081	Chromosome	GCA_014217255.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/217/255/GCA_014217255.1_ASM1421725v1	-
Microbacterium aurugineum	PRJNA741065	3.6271	68.2	chromosome:NZ_CP078078.1/CP078078.1	1	3483	3416	Chromosome	GCA_023101205.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/101/205/GCA_023101205.1_ASM2310120v1	-
Streptomyces armeniacus	PRJNA481761	8.08325	72.3	chromosome:NZ_CP031320.1/CP031320.1	1	7044	6689	Chromosome	GCA_003355155.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/355/155/GCF_003355155.1_ASM335515v1	-
Gardnerella leopoldii	PRJNA474758	1.56354	42.1	chromosome:NZ_CP029984.1/CP029984.1	1	1243	1182	Chromosome	GCA_003293675.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/293/675/GCF_003293675.1_ASM329367v1	30648938
Parolsenella massiliensis	PRJEB18025	2.00931	65.4	chromosome scaffold00001:NZ_LT671675.1/LT671675.1	1	1806	1729	Chromosome	GCA_900143685.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/143/685/GCA_900143685.1_PRJEB18025	-
Agrococcus beijingensis	PRJNA1003488	2.89298	71.9	chromosome:NZ_CP132360.1/CP132360.1	1	2829	2745	Chromosome	GCA_030758955.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/030/758/955/GCF_030758955.1_ASM3075895v1	-
Mycolicibacterium nivoides	PRJNA504477	6.90596	66.6	chromosome:NZ_CP034072.1/CP034072.1	1	6713	6541	Chromosome	GCA_003855255.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/855/255/GCF_003855255.1_ASM385525v1	-
Pseudonocardia dioxanivorans CB1190	PRJNA40557	7.44079	73.1102	chromosome:NC_015312.1/CP002593.1; plasmid pPSED01:NC_015314.1/CP002594.1; plasmid pPSED03:NC_015313.1/CP002598.1	6	7046	6839	Chromosome	GCA_000196675.2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/196/675/GCA_000196675.2_ASM19667v2	21725009
Saccharomonospora cyanea NA-134	PRJNA61997	5.4083	69.7	chromosome:NZ_CM001440.1/CM001440.1	1	5181	5046	Chromosome	GCA_000244975.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/244/975/GCA_000244975.1_ASM24497v1	-
Saccharomonospora azurea NA-128	PRJNA62037	4.76385	70	chromosome:NZ_CM001466.1/CM001466.1	1	4511	4336	Chromosome	GCA_000231055.3	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/231/055/GCA_000231055.3_ASM23105v3	22768365
Saccharomonospora marina XMU15	PRJNA61991	5.96559	68.9	chromosome:NZ_CM001439.1/CM001439.1	1	5751	5601	Chromosome	GCA_000244955.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/244/955/GCA_000244955.1_ASM24495v1	22768369
Corynebacterium genitalium ATCC 33030	PRJNA34587	2.34995	62.7	chromosome:NZ_CM000961.1/CM000961.1	1	4545	4385	Chromosome	GCA_000143825.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/143/825/GCA_000143825.1_ASM14382v1	-
Saccharomonospora glauca K62	PRJNA63505	4.56411	69.0872	chromosome:NZ_CM001484.1/CM001484.1; plasmid pSACGL01:NZ_CM001485.1/CM001485.1	2	4343	4225	Chromosome	GCA_000243395.3	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/243/395/GCA_000243395.3_ASM24339v3	-
Aeromicrobium marinum DSM 15272	PRJNA34545	3.07984	71.1	chromosome:NZ_CM001024.1/CM001024.1	1	6265	6132	Chromosome	GCA_000160775.2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/160/775/GCA_000160775.2_ASM16077v2	-
Mycobacterium senriense	PRJDB10621	5.83145	67.0969	chromosome:NZ_AP024828.1/AP024828.1	3	5454	5267	Chromosome	GCA_019668465.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/668/465/GCA_019668465.1_ASM1966846v1	-
